Name	Set	ImageFile	Rarity	Type	Keywords	Allegiance	Cost	Asset	Attack	Armor	Structure	Speed	Mass	Armaments	Text
Raven (RVN-3L)	Unlimited	LT204	Uncommon	Unit		Liao	2+3T		2	0	3	Moderate	35 tons	6 SRMs, 2 Med Lasers	NARC (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one NARC 'Mech.) ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.)
Reassigned Pilot	Unlimited	LT205	Rare	Mission											Roll a die: 1-3, reassign a pilot from one of your untapped Mechs to another one of your 'Mechs; 4-6, reassign a pilot from one of your untapped 'Mechs to another one of your Mechs and return Reassigned Pilot to your hand after mission.
Report from the Watch	Unlimited	LT206	Rare	Command	Subterfuge	Wolf	0+3P								Scrap Report from the Watch when it is revealed. Look at the top five cards of any Stockpile. Either return those cards in any order or shuffle those cards into that Stockpile.
Retrieve Lost 'Mech	Unlimited	LT207	Uncommon	Command	Operation		2+4A		0	2	6				Put three operation counters on Retrieve Lost 'Mech when it is revealed. Remove an operation counter at the beginning of your turn. When the last operation counter has been removed, scrap Retrieve Lost 'Mech and return a 'Mech from your Scrapheap to play under your control with damage counters equal to one less than that 'Mech's structure.
Retrofitted Laser System	Unlimited	LT208	Uncommon	Command	Enhancement		1+4M								Play Retrofitted Laser System only on a 'Mech with a base attack of at least 1.That 'Mech has -1 attack and Overheat 2: +3 attack. Playing Retrofitted Laser System does not count as a deployment if revealed the turn you play it.
Retrofitted Missile Rack	Unlimited	LT209	Uncommon	Command	Enhancement		2+3M								Play Retrofitted Missile Rack only on a 'Mech with a base attack of at least 1.That 'Mech has -1 attack and Missile 2. Playing Retrofitted Missile Rack does not count as a deployment if revealed the turn you play it.
Romano Liao	Unlimited	LT210	Rare	Command	Unique	Liao	0+2P		1	4	2				{T}: Reveal the top card of opponent's Stockpile. If that cards a Resource, your opponent deploys it immediately. If it is not a Resource card, scrap it. Use this ability only during your Missions phase but not during a mission.
Rookie Pilot	Unlimited	LT211	Rare	Command	Pilot		2+6P		-3						Pilot: -3 attack. Play Rookie Pilot only on a 'Mech opponent controls that does not currently have a pilot. Rookie Pilot cannot be reassigned.
Running Battle	Unlimited	LT212	Uncommon	Mission											Play only when blocked or blocking. For each slow 'Mech, roll a die: 1-3, no effect; 4-6, that slow Mech neither deals nor receives damage.
Ryoken A (Storm Crow)	Unlimited	LT213	Uncommon	Unit	Omni	Smoke Jaguar	11+3A+1M		7	2	7	Moderate	55 tons	4 Med Lasers, 12 SRMs, 20 LRMs	Missile 1 Overheat 2: +2 attack
Ryoken D (Storm Crow)	Unlimited	LT214	Uncommon	Unit	Omni	Smoke Jaguar	6+3A		1	2	7	Moderate	55 tons	40 LRMs, 4 SRMs	Missile 3 NARC (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one NARC 'Mech.)
Ryoken Prime (Storm Crow)	Unlimited	LT215	Common	Unit	Omni	Clan	7+1A		6	2	7	Moderate	55 tons	2 Lg Lasers, 3 Med Lasers	
Sabotage 'Mech	Unlimited	LT216	Common	Command	Subterfuge		1+5P								Scrap Sabotage 'Mech when it is revealed. Deal 1 damage to one 'Mech for each 2 construction above the cost of Sabotage.
Sabotaged Heat Sinks	Unlimited	LT217	Rare	Command	Subterfuge	Inner Sphere	0+5P								Scrap Sabotaged Heat Sinks when it is revealed. Reveal Sabotaged Heat Sinks when a 'Mech overheats. Deal triple Overheat damage to that 'Mech. Draw a card when you reveal Sabotaged Heat Sinks.
Sabotaged Missiles	Unlimited	LT218	Rare	Command	Subterfuge	Inner Sphere	0+5P								Scrap Sabotaged Missiles when it is revealed. Reveal Sabotaged Missiles when a 'Mech assigns missiles. Those missiles deal double damage to that 'Mech instead of dealing damage to their targets. Draw a card when you reveal Sabotaged Missiles.
Sacrifice for the Dragon!	Unlimited	LT219	Rare	Mission		Kurita									Choose one of your Units. Roll a die: 1-2: Draw a card after the mission. 3-6: That Unit gets +(3-6) attack but receives 2 damage. (Errata)
SAFE Report	Unlimited	LT220	Rare	Command	Subterfuge	Smoke Jaguar	0								Scrap SAFE Report when it is revealed. Look at opponent's hand. Draw a card.
Salvage Strike Crew	Unlimited	LT221	Uncommon	Command			2+2L								Scrap Salvage Strike Crew when it is revealed. Return a card from your Scrapheap to your hand.
Satchel Charges	Unlimited	LT222	Rare	Mission											Play only when unblocked. Choose an attacking 'Mech. Roll a die: 1-2, draw a card after mission; 3-6, that 'Mech gets +2 attack for each card you scrap from your hand. You cannot scrap more than three cards in this way.
Saturation Bombing	Unlimited	LT223	Common	Command			2+7P								Scrap Saturation Bombing when it is revealed. Deal 1 damage to one site for each 2 construction above the cost of Saturation Bombing.
Scrounger Crew	Unlimited	LT224	Vital	Command	Resource		1			3	1				{T}: Scrap a card from your Stockpile to gain {R} {R}.
Sentinel (STN-3M)	Unlimited	LT225	Uncommon	Unit		Kurita	0+2A+1M		2	1	3	Moderate	40 tons	AC/5, Med Laser, 2 SRMs	
Shady Business	Unlimited	LT226	Uncommon	Command	Subterfuge		5+5P+2L								Scrap Shady Business when it is revealed. Hide up to nine counters. If opponent guesses how many counters you have hidden, scrap that many cards from your Stockpile. Otherwise, opponent scraps that many cards from his or her Stockpile. Scrap a card from your Stockpile at the beginning of each of your turns until end of game.
Shogun (SHG-2F)	Unlimited	LT227	Rare	Unit		Wolf's Dragoons	5+2A+2T		3	3	8	Slow	85 tons	PPC, 30 LRMs, 12 SRMs	Missile 1 Overheat 3: +1 attack Jump (-1 attack: +1 initiative)
Silver Sunburst Pilot	Unlimited	LT228	Rare	Command	Pilot	Davion	0+2T		0						+1 initiative Roll a die: 1-3, 'Mech piloted by Silver Sunburst Pilot gets +(1-3) attack; 4-6, no effect. Use this ability only during a mission.
Special Forces Op	Unlimited	LT229	Uncommon	Mission											Roll a die: 1-3, draw a card after mission; 4-6, triple all damage dealt to a card under construction.
Specialized Project Team	Unlimited	LT230	Common	Command	Resource		0			1	7				{T}: {R} Scrap Specialized Project Team to draw a card. Use this ability only during your Deploy phase.
Spider (SDR-5V)	Unlimited	LT231	Uncommon	Unit		Inner Sphere	1+1A+1L		1	0	3	Fast	30 tons	2 Med Lasers	Jump (-1 attack: +1 initiative) You may deploy Spider revealed to make an additional deployment this turn.
Stalker (STK-3F)	Unlimited	LT232	Common	Unit		Inner Sphere	6+1A+1M		2	3	7	Slow	85 tons	Lg Laser, 20 LRMs, 4 Med Lasers	Missile 1 Overheat 3: +4 attack
Stalker (STK-5M)	Unlimited	LT233	Uncommon	Unit		Marik	9+2A+2M+1T		4	3	8	Slow	85 tons	Lg Laser, 20 LRMs, 4 Med Lasers	Missile 1 Overheat 1: +1 attack Narc (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one NARC 'Mech.)
Steal 'Mech	Unlimited	LT234	Rare	Command	Subterfuge	Inner Sphere	4+6P								Scrap Steal 'Mech when it is revealed. Choose a 'Mech opponent controls. You and that opponent each hide a number of counters. Reveal those counters. If you reveal more counters, you gain control of that 'Mech and scrap cards from your Stockpile equal to twice your number of counters. If your opponent has more counters, opponent scraps cards from his or her Stockpile equal to his or her number of counters and controls that 'Mech.
Strength of the Pillar of Steel	Unlimited	LT235	Common	Mission		Kurita									Play only when blocking. +1 initiative Prevent 1 damage to each blocking 'Mech.
Studied Move	Unlimited	LT236	Uncommon	Mission											Return a Mission card from your Scrapheap to your hand.
Subhash Indrahar	Unlimited	LT237	Rare	Command	Unique	Kurita	1+6P		1	4	2				{T}: You may claim a card you have just drawn is a Subterfuge card and draw an additional card. If opponent challenges this claim, reveal the first card. If that card is a Subterfuge card, opponent scraps five cards from his or her Stockpile. If it is not a Subterfuge card, you scrap both drawn cards. Use this ability only during your Draw phase.
Sun Zhang MechWarrior Academy	Unlimited	LT238	Vital	Command	Resource	Kurita	2			5	2				{T}: {R} {T}: +1 initiative. Use this ability only during a mission. Tactics (If you have Tactics in play, add +1 to your initiative.)
Support - Assembly (A)	Unlimited	LT239	Vital	Command	Resource		0	A		4	3				{T}: {R} Assembly (During your Repair/Reload phase, you may pay{R} once to repair 1 point of damage to one 'Mech if you have Assembly in play)
Support - Assembly (B)	Unlimited	LT240	Vital	Command	Resource		0	L		4	3				{T}: {R} Assembly (During your Repair/Reload phase, you may pay{R} once to repair 1 point of damage to one 'Mech if you have Assembly in play)
Support - Assembly (C)	Unlimited	LT241	Vital	Command	Resource		0	M		4	3				{T}: {R} Assembly (During your Repair/Reload phase, you may pay{R} once to repair 1 point of damage to one 'Mech if you have Assembly in play)
Support - Logistics (A)	Unlimited	LT242	Vital	Command	Resource		0	P		4	3				{T}: {R} Logistics (If you have Logistics in play, you may restock a card from your hand at end of your turn.)
Support - Logistics (B)	Unlimited	LT243	Vital	Command	Resource		0	T		4	3				{T}: {R} Logistics (If you have Logistics in play, you may restock a card from your hand at end of your turn.)
Support - Logistics (C)	Unlimited	LT244	Vital	Command	Resource		0	A		4	3				{T}: {R} Logistics (If you have Logistics in play, you may restock a card from your hand at end of your turn.)
Support - Munitions (A)	Unlimited	LT245	Vital	Command	Resource		0	L		4	3				{T}: {R} Munitions (If you have Munitions in play and you roll a 3 on a missile roll, that missile volley deals 3 damage)
Support - Munitions (B)	Unlimited	LT246	Vital	Command	Resource		0	M		4	3				{T}: {R} Munitions (If you have Munitions in play and you roll a 3 on a missile roll, that missile volley deals 3 damage)
Support - Munitions (C)	Unlimited	LT247	Vital	Command	Resource		0	P		4	3				{T}: {R} Munitions (If you have Munitions in play and you roll a 3 on a missile roll, that missile volley deals 3 damage)
Support - Politics (A)	Unlimited	LT248	Vital	Command	Resource		0	T		4	3				{T}: {R} 
Support - Politics (B)	Unlimited	LT249	Vital	Command	Resource		0	A		4	3				{T}: {R} 
Support - Politics (C)	Unlimited	LT250	Vital	Command	Resource		0	L		4	3				{T}: {R} 
Support - Tactics (A)	Unlimited	LT251	Vital	Command	Resource		0	M		4	3				{T}: {R} Tactics (If you have Tactics in play, add +1 to your initiative)
Support - Tactics (B)	Unlimited	LT252	Vital	Command	Resource		0	P		4	3				{T}: {R} Tactics (If you have Tactics in play, add +1 to your initiative)
Support - Tactics (C)	Unlimited	LT253	Vital	Command	Resource		0	T		4	3				{T}: {R} Tactics (If you have Tactics in play, add +1 to your initiative)
Takashi Kurita	Unlimited	LT254	Rare	Command	Unique	Kurita	5+3T+6P		1	4	2				+1 initiative Opponent cannot attack more than once per turn. Attacks that target Takashi Kurita do not count toward this limit.
Teachings of the Unfinished Book	Unlimited	LT255	Rare	Command		Davion	0								Scrap Teachings of the Unfinished Book when it is revealed. +2 initiative until beginning of your next turn. You may make an additional deployment the turn that you activate this card. Draw a card when you activate this card. (Errata)
Temporary Cease-Fire	Unlimited	LT256	Uncommon	Mission											Play only when blocked or blocking. Roll a die: 1, your 'Mechs deal no damage and draw a card after mission; 2-6, all 'Mechs deal no damage.
Theodore Kurita	Unlimited	LT257	Rare	Command	Unique	Kurita	3+5T		1	4	2				{T}: You may make one additional deployment this turn. Use this ability only during your Deploy phase. Tactics (If you have Tactics in play, add +1 to your initiative.)
Think Tank	Unlimited	LT258	Vital	Command	Resource		0			5	1				{T}: {R} Scrap Think Tank to gain A, L, M, P, or T until end of game.
Thomas Marik	Unlimited	LT259	Rare	Command	Unique	Marik	4+6P		1	4	2				{T}: +1 initiative {T}: Draw a card. Use this ability only during your Draw phase.
Thor A (Summoner)	Unlimited	LT260	Common	Unit	Omni	Clan	6+3A		5	2	6	Moderate	70 tons	Gauss Rifle, Lg Laser, 6 SRMs	Overheat 4: +1 attack Jump (-1 attack: +1 initiative)
Thor B (Summoner)	Unlimited	LT261	Rare	Unit	Omni	Jade Falcon	12+1T+1L		3	2	6	Moderate	70 tons	40 LRMs, 8 SRMs	Missile 2 Jump (-1 attack: +1 initiative) Anti-Missile (Each missile assigned to a 'Mech in a group that includes Thor B deals -1 damage.) NARC (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one NARC 'Mech.)
Thor C (Summoner)	Unlimited	LT262	Common	Unit	Omni	Jade Falcon	8+1A+1M		6	2	6	Moderate	70 tons	AC/20, Lg Laser, 6 SRMs	Alpha Strike: +2 attack Jump (-1 attack: +1 initiative)
Thor D (Summoner)	Unlimited	LT263	Uncommon	Unit	Omni	Jade Falcon	6+1A+2M+1T		6	2	6	Moderate	70 tons	2 Lg Lasers, 2 Med Lasers	Jump (-1 attack: +1 initiative) Anti-Missile (Each missile assigned to a 'Mech in a group that includes Thor D deals -1 damage.) If Thor D attacks and is blocked, it may deal up to 2 of its damage to the target.
Thor Prime (Summoner)	Unlimited	LT264	Common	Unit	Omni	Clan	6		5	2	6	Moderate	70 tons	PPC, AC/10, 15 LRMs	Jump (-1 attack: +1 initiative)
Thug (THG-11E)	Unlimited	LT265	Uncommon	Unit		Inner Sphere	6+1A		4	3	8	Slow	80 tons	2 PPCs, 12 SRMs	Alpha Strike: +1 attack
Topple	Unlimited	LT266	Common	Mission		Inner Sphere									Choose an engaged 'Mech opponent controls. Roll a die: 1-4, deal 1 damage to that 'Mech and draw a card after mission; 5-6, prevent all damage dealt by that 'Mech.
Treachery!	Unlimited	LT267	Common	Command	Subterfuge		1+6P								Scrap Treachery! when it is revealed. Next turn, each 'Mech opponent controls able to attack your Stockpile must do so.
Trebuchet (TBT-5N)	Unlimited	LT268	Common	Unit		Inner Sphere	1+1A+1M		0	1	5	Moderate	50 tons	30 LRMs, 3 Med Lasers	Missile 1 Overheat 2: +2 attack
Trebuchet (TBT-7M)	Unlimited	LT269	Uncommon	Unit		Marik	4+1A+2T		2	1	5	Moderate	50 tons	30 LRMs, 3 Med Lasers	Missile 1 Jump (-1 attack: +1 initiative) NARC (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one NARC 'Mech.)
Tsen Shang	Unlimited	LT270	Rare	Command	Unique	Liao	0+3P		0	1	3				{T}: Restock a card from your hand and draw a card. Use this ability only during your Draw phase.
Uller B (Kit Fox)	Unlimited	LT271	Common	Unit	Omni	Clan	2+1A+1M		3	0	4	Moderate	30 tons	AC/10, Med Laser, 6 SRMs	Alpha Strike: +2 attack
Uller C (Kit Fox)	Unlimited	LT272	Rare	Unit	Omni - AP	Jade Falcon	1+2A+1M+1T		2	1	3	Moderate	30 tons	Lg Laser, Sm Laser	Anti-Missile (Each missile assigned to a 'Mech in a group that includes Uller C deals -1 damage.) ECM (Each 'Mech in a group that includes at least one Mech with ECM gets +1 armor.) AP (Uller C deals +1 damage to any target other than a Mech.)
Uller D (Kit Fox)	Unlimited	LT273	Uncommon	Unit	Omni	Jade Falcon	2+1A		0	1	3	Moderate	30 tons	35 LRMs	Missile 3
Uller Prime (Kit Fox)	Unlimited	LT274	Common	Unit	Omni	Clan	2+1A+1M		4	0	4	Moderate	30 tons	Lg Laser, AC/5, 4 SRMs	
UrbanMech (UM-R60)	Unlimited	LT275	Common	Unit		Liao	0+2A+1M		2	1	4	Slow	30 tons	AC/10	Jump (-1 attack: +1 initiative) Urban Mech cannot block unless guarding.
Veteran MechWarrior	Unlimited	LT276	Common	Command	Pilot		1+2T		0						+1 initiative Untap 'Mech piloted by Veteran MechWarrior at end of your turn.
Victor Steiner Davion	Unlimited	LT277	Rare	Command	Unique - Pilot	Davion - Steiner	5+6T		0						Mech piloted by Victor Steiner Davion cannot attack or block alone. Each 'Mech in a group that includes 'Mech piloted by Victor Steiner Davion gets +2 attack. (Errata No Armor nor Struc)
Victor (VTR-9B)	Unlimited	LT278	Common	Unit		Inner Sphere	4+3A		3	2	7	Slow	80 tons	AC/20, 2 Med Lasers, 4 SRMs	Alpha Strike: +2 attack Jump (-1 attack: +1 initiative)
Victor (VTR-9K)	Unlimited	LT279	Common	Unit		Davion - Kurita	4+3A		4	2	7	Slow	80 tons	Gauss Rifle, 2 Med Lasers, 4 SRMs	Jump (-1 attack: +1 initiative)
Vindicator (VND-1R)	Unlimited	LT280	Common	Unit		Liao	1+1A+1M		2	1	6	Slow	45 tons	PPC, 5 LRMs, Med Laser	Jump (-1 attack: +1 initiative)
Vulcan (VT-5M)	Unlimited	LT281	Common	Unit		Marik	0+2A+2M		2	0	4	Moderate	40 tons	Lg Laser, Med Laser	Jump (-1 attack: +1 initiative)
Vulture A (Mad Dog)	Unlimited	LT282	Common	Unit	Omni	Clan	12+1A+3M+2L		6	1	7	Moderate	60 tons	AC/5, PPC, 36 SRMs	Overheat 3: +5 attack
Vulture B (Mad Dog)	Unlimited	LT283	Rare	Unit	Omni	Clan	13+1A+1M		7	1	7	Moderate	60 tons	2 Lg Laser, 3 Med Lasers, 12 SRMs	Missile 1 Overheat 5: +5 attack
Vulture C (Mad Dog)	Unlimited	LT284	Common	Unit	Omni	Clan	4+1A+1T		4	1	7	Moderate	60 tons	2 Gauss Rifles	If Vulture C attacks and is blocked, it may deal 1 of its damage to the target.
Vulture Prime (Mad Dog)	Unlimited	LT285	Common	Unit	Omni	Clan	9		4	1	7	Moderate	60 tons	2 Lg Lasers, 2 Med Lasers, 40 LRMs	Missile 3 Overheat 3: +2 attack
Whitworth (WTH-1)	Unlimited	LT286	Common	Unit		Davion - Kurita	1+1A+1T		1	1	5	Slow	40 tons	20 LRMs, 3 Med Lasers	Overheat 2: +2 attack Jump (-1 attack: +1 initiative)
Whitworth (WTH-2)	Unlimited	LT287	Common	Unit		Davion - Kurita	1+2A		1	1	5	Slow	40 tons	20 LRMs, Med Laser	Missile 1 Jump (-1 attack: +1 initiative)
Wolf Dragoons Pilot	Unlimited	LT288	Common	Command	Pilot - Mercenary	Inner Sphere	1+4T		1						+2 initiative, +1 attack
Wolf Trap (WFT-1)	Unlimited	LT289	Common	Unit		Kurita	2+3A		2	1	5	Moderate	45 tons	AC/10, 10 LRMs, 2 Med Lasers	Alpha Strike: +2 attack
Wolfhound (WLF-2)	Unlimited	LT290	Uncommon	Unit		Davion - Steiner	3		3	1	5	Moderate	35 tons	Lg Laser, 3 Med Lasers	Overheat 2: +1 attack
Wyvern (WVE-5N)	Unlimited	LT291	Rare	Unit		Inner Sphere	2+1A+1M		2	1	7	Slow	45 tons	10 LRMs, Lg Laser, 6 SRMs	Overheat 1: +1 attack Jump (-1 attack: +1 initiative)
Zeus (ZEU-6S)	Unlimited	LT292	Common	Unit		Steiner	4		3	2	7	Slow	80 tons	Lg Laser, 15 LRMs, AC/5	Overheat 1: +1 attack
Zeus (ZEU-9S)	Unlimited	LT293	Common	Unit		Davion - Steiner	4+3A		3	2	7	Slow	80 tons	PC, Lg Laser, 15 LRMs	Overheat 2: +2 attack
Accidental Collision	MechWarrior	MW001	Uncommon	Mission											Play only during battle. Choose a 'Mech you control and a 'Mech an opponent controls. Roll a die: 1-2: Your 'Mech receives damage equal to its tonnage divided by ten (rounded down). 3-6: Opponent's 'Mech receives damage equal to its tonnage divided by ten (rounded down).
Airstrikes Close to Home	MechWarrior	MW002	Uncommon	Command		Rasalhague	2+6P								Scrap Airstrikes Close to Home when it is revealed. Look at an opponent's hand. Choose one card for each construction counter above the cost of Air strikes Close to Home. Opponent scraps those cards.
Avatar (AV1-OC)	MechWarrior	MW003	Uncommon	Unit	Omni	Kurita	5+1T		2	2	8	Slow	70 tons	PPC, 20 LRMs, AC/5	Missile 1 Overheat 1: +1 attack C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack.)
Black Lanner Prime	MechWarrior	MW004	Rare	Unit	Omni	Clan	7+3A+3M+3T		4	1	7	Fast	55 tons	Lg Laser, 2 Med Lasers, 10 LRMs	Overheat 2: +2 attack ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.)
Blackjack (BJ2-OB)	MechWarrior	MW005	Common	Unit	Omni	Inner Sphere	4		1	1	7	Slow	50 tons	Gauss Rifle, 10 LRMs	Jump (-1 attack: +1 initiative) C3 (Each 'Mech with C3 in a group that includes at least one other Mech with C3 gets +2 attack.) If Blackjack attacks and is blocked, it may deal up to 2 of its damage to the target.
Brutal Punch	MechWarrior	MW006	Common	Mission		Inner Sphere									Play only during battle. One of your 'Mechs gets +X attack, where X is its base armor.
C3 Retrofit	MechWarrior	MW007	Common	Command	Enhancement	Inner Sphere	1+2T								Play C3 Retrofit only on one of your 'Mechs. That 'Mech gets -1 structure and gains C3 (Each 'Mech with C3 in a group that includes at least one other 'Mech with C3 gets +2 attack.). You may deploy C3 Retrofit revealed to make an additional deployment this turn.
Cauldron-Born A	MechWarrior	MW008	Rare	Unit	Omni	Smoke Jaguar	10+3M		4	2	7	Moderate	65 tons	2 Lg Lasers, 4 Med Lasers, AC/20	Overheat 6: +6 attack Alpha Strike: +2 attack If Cauldron-Born A attacks and is blocked, it may deal 1 of its damage to the target.
Cerberus (MR-V2)	MechWarrior	MW009	Uncommon	Unit		Inner Sphere	9+3L		8	3	7	Slow	95 tons	2 Gauss Rifles, 4 Med Lasers	Anti-missile (Each missile assigned to a 'Mech in a group that includes Cerberus deals -1 damage.) If Cerberus attacks and is blocked, it may deal up to 2 of its damage to the target.
Charge!	MechWarrior	MW010	Rare	Mission		Inner Sphere									Play only during battle. Choose one of your 'Mechs and an opposing 'Mech of the same speed or slower. Roll a die: 1-2: Your 'Mech receives 1 damage; return Charge! to your hand after the mission. 3-4: Your 'Mech receives 1 damage and opposing 'Mech receives X damage, where X is the base armor of your 'Mech.5-6: Your 'Mech receives 1 damage and opposing 'Mech receives X damage, where X is equal to its tonnage divided by ten (rounded down).
Civilian Settlement	MechWarrior	MW011	Common	Command	Terrain - Enhancement	Inner Sphere	3+2P								Play Civilian Settlement only in one of your regions. Activating Civilian Settlement scraps all other Terrain cards in that region. For every 3 damage dealt by attacking 'Mechs to 'Mechs or sites you control, the attacking player scraps a card from his or her Stockpile. Use this ability only during a mission whose target is in the region enhanced by Civilian Settlement.
Contract with Hansen's Roughriders	MechWarrior	MW012	Rare	Command	Unique - Mercenary	Inner Sphere	5+6P		2	2	4				{T}: Choose a 'Mech card from your hand and put it into play in your Patrol region. That 'Mech joins the battle. Use this ability only during battle. If that 'Mech receives 5 or more damage, scrap Contract with Hansen's Roughriders and that 'Mech. Otherwise,return that 'Mech to your hand at the end of the mission. During your Repair/Reload phase, pay (1+2P); otherwise, you tap this card and your opponent gains control of it.
Corridor of Fire	MechWarrior	MW013	Uncommon	Command		Inner Sphere	4+3M+5P								Scrap Corridor of Fire when it is revealed. Deal to one site 1 damage for each construction counter above the cost of Corridor of Fire,
Creative Terraforming	MechWarrior	MW014	Uncommon	Command			1+4P								Scrap Creative Terraforming when it is revealed. Scrap any Terrain card or scrap any Enhancement on a site.
Crusader Faction	MechWarrior	MW015	Uncommon	Command	Faction	Clan	3+4P		0	3	6				Each of your attacking 'Mechs gets +1 attack. Use this ability only during a mission. At the end of your Missions phase, scrap Crusader Faction if any of your patrolling 'Mechs could have attacked this turn but did not. Activating Crusader Faction scraps all other Factions you control.
Daikyu (DAI-01)	MechWarrior	MW016	Uncommon	Unit		Kurita	6+2M		4	2	8	Moderate	70 tons	PPC, 2 AC/5s	Alpha Strike: +1 attack If Daikyu attacks and is blocked, it may deal up to 2 of its damage to the target.
Daimyo (DMO-1K)	MechWarrior	MW017	Common	Unit		Kurita	4+1M		4	1	6	Moderate	40 tons	PPC, 2 Med Lasers, 6 SRMs	If Daimyo attacks and is blocked, it may deal 1 of its damage to the target.
Deep Lake	MechWarrior	MW018	Common	Command	Terrain - Enhancement		3								Play Deep Lake only in one of your regions. Activating Deep Lake scraps all other Terrain cards in that region. Mechs do not receive Overheat damage during a mission. At the end of the mission, scrap each 'Mech that received 3 or more structure damage. Use this ability only during a mission whose target is in the region enhanced by Deep Lake.
Defection	MechWarrior	MW019	Uncommon	Command	Subterfuge		0+5P								Scrap Defection when it is revealed. Draw a card when you activate Defection. Choose any Pilot that is not Unique that an opponent controls and move it to any unpiloted 'Mech you control.
DropShip Intercept	MechWarrior	MW020	Uncommon	Mission		St. Ives									Play Drop Ship Intercept only if you are the defending player and do not control any blocking 'Mechs. Deplete all attacking 'Mechs at the end of the mission.
ECM Retrofit	MechWarrior	MW021	Common	Command	Enhancement		1+2T								Play ECM Retrofit only on one of your 'Mechs. That 'Mech gets -1 structure and gains ECM (Each 'Mech in a group that includes at leas tone 'Mech with ECM gets +1 armor.).You may deploy ECM Retrofit revealed to make an additional deployment this turn. Draw a card when you activate ECM Retrofit.
Evasive Maneuvers	MechWarrior	MW022	Rare	Mission											For each point by which your initiative exceeds your opponent's, prevent 1 damage to one of your 'Mechs.
Expert Timing	MechWarrior	MW023	Uncommon	Mission											Choose a 'Mech you control. For each point by which your initiative exceeds your opponent's, that 'Mech gets +1 attack.
Falcon Hawk (FNKH-9K1A)	MechWarrior	MW024	Common	Unit		Inner Sphere	2+2M		3	0	6	Moderate	35 tons	2 Lg Lasers, 2 Med Lasers	
Falconer (FLC-8R)	MechWarrior	MW025	Rare	Unit		Davion	7+3M+3T		4	2	8	Moderate	75 tons	Gauss Rifle, PPC, 4 Med Lasers	Overheat 2: +2 attack Jump (-1 attack: +1 initiative) If Falconer attacks and is blocked, it may deal up to 2 of its damage to the target.
Financial Collapse	MechWarrior	MW026	Rare	Command			1+5P								Scrap Financial Collapse when it is revealed. Remove all construction counters from all cards in all opponent's Under Construction regions. Distribute those construction counters in any way you choose among the cards in your Under Construction region.
Fireball (ALM-7D)	MechWarrior	MW027	Common	Unit		Davion - Steiner	0+1A+1M		1	0	3	Fast	20 tons	2 SRMs	When you activate Fireball, you may immediately place it in your Patrol region.
Firestarter (FS9-OD)	MechWarrior	MW028	Uncommon	Unit	Omni	Inner Sphere	4+2A+1T		2	1	6	Moderate	45 tons	PPC, Med Laser, 5 LRMs	Jump (-1 attack: +1 initiative) C3 (Each 'Mech with C3 in a group that includes at least one other Mech with C3 gets +2 attack.) ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.) If Firestarter attacks and is blocked, it may deal 1 of its damage to the target.)
Fog-Shrouded Moors	MechWarrior	MW029	Common	Command	Terrain - Enhancement		2								Play Fog-Shrouded Moors only in one of your regions. Activating Fog-Shrouded Moors scraps all other Terrain cards in that region. All 'Mechs get -1 attack and +1 armor. Use this ability only during a mission whose target is in the region enhanced by Fog-Shrouded Moors.
Fortunes of War	MechWarrior	MW030	Rare	Mission											Roll a die for each of your 'Mechs:1-3: That 'Mech gets +1 attack.4-6: +1 initiative.
Galahad (Glass Spider)	MechWarrior	MW031	Common	Unit		Clan	4+1A+2M+1T		4	2	8	Slow	60 tons	2 Gauss Rifles	If Galahad attacks and is blocked, it may deal up to 2 of its damage to the target.
Gallowglas (GAL-1GLS)	MechWarrior	MW032	Rare	Unit		Inner Sphere	5+2M+2T		4	2	8	Slow	70 tons	PPC, 2 Lg Lasers, 2 Med Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative) If Gallowglas attacks and is blocked, it may deal 1 of its damage to the target.
Gearhead	MechWarrior	MW033	Common	Command	Pilot	Inner Sphere	0+2A+2T		1	1					Pilot: +1 attack Mech piloted by Gearhead gets +1 armor. Repair 1 damage to 'Mech piloted by Gearhead. Use this ability only during your Repair/Reload phase and only once each turn.
Grendel Prime	MechWarrior	MW034	Common	Unit	Omni	Clan	7+1A+2M+2T		5	1	6	Fast	45 tons	Lg Laser, 3 Med Lasers, 6 SRMs	Overheat 2: +2 attack Jump (-1 attack: +1 initiative)
Headhunter	MechWarrior	MW035	Rare	Command	Pilot		1+3T		1						Pilot: +1 attack For each 1 damage dealt by 'Mech piloted by Headhunter during battle,you may roll a die:1-2: Prevent that damage.3-5: No effect. 6: Scrap the 'Mech receiving the damage.
